id,title,frequency,units,popularity
QBPLNTLN90DU,Loan Performance: Total Loans and Leases: 90 Days or More Past Due,Quarterly,Million of U.S. Dollars,15
DEMOTHCONS,Net Percentage of Domestic Banks Reporting Stronger Demand for Consumer Loans Excluding Credit Card and Auto Loans,Quarterly,Percent,15
BOGZ1FL075035243Q,"Interest Rates and Price Indexes; Owner-Occupied Real Estate CoreLogic National Seasonally Adjusted by FRB Staff (SA), Level",Quarterly,Millions of Dollars,15
RCMFLOBEDTIPCT50,Large Bank Consumer Mortgage Originations: Original Back-End Debt-to-Income (DTI): 50th Percentile,"Quarterly, End of Quarter",Ratio,15
QUSN628BIS,Residential Property Prices for United States,Quarterly,Index 2010=100,15
CIU2020000000000I,Employment Cost Index: Wages and salaries for Private industry workers in All industries and occupations,Quarterly,Index Dec 2005=100,15
ATNHPIUS37860Q,"All-Transactions House Price Index for Pensacola-Ferry Pass-Brent, FL (MSA)",Quarterly,Index 1995:Q1=100,15
SUBLPDCLHSNQ,Net Percentage of Domestic Banks Tightening Standards for HELOCs,Quarterly,Percent,15
ACILACB,"Commercial and Industrial Loans, All Commercial Banks",Quarterly,Millions of Dollars,15
OKSTHPI,All-Transactions House Price Index for Oklahoma,Quarterly,Index 1980:Q1=100,15
BOGZ1FL263061130Q,"Rest of the World; Treasury Securities Held by Foreign Official Institutions; Asset, Level",Quarterly,Millions of Dollars,15
FGTSL,"Federal Government; Treasury Securities; Liability, Level",Quarterly,Millions of Dollars,15
DALLCCT100EP,"Asset Quality Measures, Delinquencies on All Loans and Leases, To Consumers, Credit Cards, Banks Ranked 1st to 100th Largest in Size by Assets","Quarterly, End of Period",Millions of Dollars,15
NCBCEL,"Nonfinancial Corporate Business; Corporate Equities; Liability, Market Value Levels",Quarterly,Billions of Dollars,15
WUIZAF,World Uncertainty Index for South Africa,Quarterly,Index,15
NA000327Q,Federal government current tax receipts,Quarterly,Millions of Dollars,15
WFRBSB50194,Share of Checkable Deposits and Currency Held by the Bottom 50% (1st to 50th Wealth Percentiles),Quarterly,Percent of Aggregate,14
PNGASEUUSDQ,"Global price of Natural gas, EU",Quarterly,U.S. Dollars per Million Metric British Thermal Unit,14
WVSTHPI,All-Transactions House Price Index for West Virginia,Quarterly,Index 1980:Q1=100,14
QKRN368BIS,Residential Property Prices for Republic of Korea,Quarterly,Percent per Annum,14
WYSTHPI,All-Transactions House Price Index for Wyoming,Quarterly,Index 1980:Q1=100,14
QNLR628BIS,Real Residential Property Prices for Netherlands,Quarterly,Index 2010=100,14
INDCPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for India",Quarterly,Index 2015=100,14
EDANQ,"Weighted-Average Maturity for All Commercial and Industry Loans, All Commercial Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Days,14
QJPR628BIS,Real Residential Property Prices for Japan,Quarterly,Index 2010=100,14
LFWA64TTFRQ647N,Infra-Annual Labor Statistics: Working-Age Population Total: From 15 to 64 Years for France,Quarterly,Persons,14
US100NUM,Commercial Banks in the U.S. with average assets under $100M (DISCONTINUED),"Quarterly, End of Period",Number,14
SUBLPDCLCTSNQ,Net Percentage of Domestic Banks Increasing Spreads of Interest Rates over Banks' Cost of Funds on Credit Card Loans,Quarterly,Percent,14
PLEADUSDQ,Global price of Lead,Quarterly,U.S. Dollars per Metric Ton,14
SUBLPDRCDM,Net Percentage of Domestic Banks Reporting Stronger Demand for Commercial Real Estate Loans Secured by Multifamily Residential Structures,Quarterly,Percent,14
QBPBSTASLNREALFAMRT,Balance Sheet: Total Assets: Loans Secured by Real Estate: 1-4 Family Residential Mortgages,Quarterly,Millions of U.S. Dollars,14
TDSAMRIAOGGUS,"Amount Outstanding of Total Debt Securities in General Government Sector, All Maturities, Residence of Issuer in United States",Quarterly,Millions of US Dollars,14
WFRBST01110,Share of Real Estate Held by the Top 1% (99th to 100th Wealth Percentiles),Quarterly,Percent of Aggregate,14
SUBLPDRCDN,Net Percentage of Domestic Banks Reporting Stronger Demand for Commercial Real Estate Loans Secured by Nonfarm Nonresidential Structures,Quarterly,Percent,14
INDIRLTLT01STQ,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for India,Quarterly,Percent,14
BOGZ1FL623039013Q,"Hedge Funds; Other Cash and Cash Equivalents; Assets, Level",Quarterly,Millions of Dollars,14
QESN368BIS,Residential Property Prices for Spain,Quarterly,Percent per Annum,14
WFRBLN09027,Total Assets Held by the 90th to 99th Wealth Percentiles,Quarterly,Millions of Dollars,14
CCUSMA02EZQ618N,Currency Conversions: US Dollar Exchange Rate: Average of Daily Rates: National Currency: USD for Euro Area (19 Countries),Quarterly,Euro,14
BOGZ1FL153166220Q,"Households and Nonprofit Organizations; Consumer Credit, Student Loans; Liability, Level",Quarterly,Millions of Dollars,14
ATNHPIUS22744Q,"All-Transactions House Price Index for Ft. Lauderdale-Pompano Beach-Sunrise, FL (MSAD)",Quarterly,Index 1995:Q1=100,14
QBPQYNTYBK,Income and Expense: Net Income (Loss) Attributable to Bank,Quarterly,Millions of U.S. Dollars,14
ATNHPIUS10580Q,"All-Transactions House Price Index for Albany-Schenectady-Troy, NY (MSA)",Quarterly,Index 1995:Q1=100,14
IRLTST01TRQ156N,Interest Rates: Long-Term Government Bond Yields: 6-Month to 2-Year: Total for Turkey,Quarterly,Percent,14
NGDPRNSAXDCGBQ,Real Gross Domestic Product for Great Britain,Quarterly,Domestic Currency,14
BOGZ1FL633061105Q,"Money Market Funds; Treasury Securities; Asset, Level",Quarterly,Millions of Dollars,14
ATNHPIUS38860Q,"All-Transactions House Price Index for Portland-South Portland, ME (MSA)",Quarterly,Index 1995:Q1=100,14
QINN628BIS,Residential Property Prices for India,Quarterly,Index 2010=100,14
Q1527BUSQ027NNBR,Government Purchases of Goods and Services for United States,Quarterly,Billions of Dollars,14
SPASTT01USQ661N,Financial Market: Share Prices for United States,Quarterly,Index 2015=100,14
IR3TED01USQ156N,Interest Rates: 3-Month or 90-Day Rates and Yields: Eurodollar Deposits: Total for United States,Quarterly,Percent,14
IIPFINANCNQ,"U.S. Financial Derivatives Other Than Reserves, Net","Quarterly, End of Period",Millions of Dollars,14
LEU0252884000Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 16 years and over: White: Men,Quarterly,1982-84 CPI Adjusted Dollars,14
ATNHPIUS34820Q,"All-Transactions House Price Index for Myrtle Beach-Conway-North Myrtle Beach, SC-NC (MSA)",Quarterly,Index 1995:Q1=100,13
QGBPAM770A,"Total Credit to Private Non-Financial Sector, Adjusted for Breaks, for United Kingdom","Quarterly, End of Quarter",Percentage of GDP,13
WFRBSN09139,Share of Financial Assets Held by the 90th to 99th Wealth Percentiles,Quarterly,Percent of Aggregate,13
DRISCFS,Net Percentage of Domestic Banks Increasing Spreads of Loan Rates over Banks' Cost of Funds to Small Firms,Quarterly,Percent,13
QBPBSTASCSHDP,Balance Sheet: Total Assets: Cash and Due from Depository Institutions,Quarterly,Millions of U.S. Dollars,13
QATR628BIS,Real Residential Property Prices for Austria,Quarterly,Index 2010=100,13
ND000346Q,Real Personal Consumption Expenditures: Durable Goods,Quarterly,Billions of Chained 2017 Dollars,13
ATNHPIUS42340Q,"All-Transactions House Price Index for Savannah, GA (MSA)",Quarterly,Index 1995:Q1=100,13
ATNHPIUS47260Q,"All-Transactions House Price Index for Virginia Beach-Norfolk-Newport News, VA-NC (MSA)",Quarterly,Index 1995:Q1=100,13
ATNHPIUS42100Q,"All-Transactions House Price Index for Santa Cruz-Watsonville, CA (MSA)",Quarterly,Index 1995:Q1=100,13
BOGZ1FL473066403Q,"Credit Unions; Consumer Credit, Auto Loans; Asset, Level",Quarterly,Millions of Dollars,13
NMSTHPI,All-Transactions House Price Index for New Mexico,Quarterly,Index 1980:Q1=100,13
PMETAINDEXQ,Global price of Metal index,Quarterly,Index 2016 = 100,13
ACILT100,"Commercial and Industrial Loans, Banks Ranked 1st to 100th Largest in Size by Assets",Quarterly,Millions of Dollars,13
CIU2023000000000I,Employment Cost Index: Wages and salaries for Private industry workers in Manufacturing,Quarterly,Index Dec 2005=100,13
QAEN628BIS,Residential Property Prices for United Arab Emirates,Quarterly,Index 2010=100,13
QBPBSTASLNINDVOLNINDCARLN,Balance Sheet: Total Assets: Loans to Individuals: Other Loans to Individuals: Auto Loans,Quarterly,Millions of U.S. Dollars,13
QTAXT01QTAXCAT1USNO,National Totals of State and Local Tax Revenue: T01 Property Taxes for the United States,Quarterly,Millions of U.S. Dollars,13
QFIR628BIS,Real Residential Property Prices for Finland,Quarterly,Index 2010=100,13
ATNHPIUS13740Q,"All-Transactions House Price Index for Billings, MT (MSA)",Quarterly,Index 1995:Q1=100,13
QBPBSTASTLNLESSRES,Balance Sheet: Total Assets: Total Loans and Leases: Less: Reserve for Losses,Quarterly,Millions of U.S. Dollars,13
US1NUM,Commercial Banks in the U.S. with average assets under $1B (DISCONTINUED),"Quarterly, End of Period",Number,13
WUICHN,World Uncertainty Index for China,Quarterly,Index,13
CHECPIALLQINMEI,"Consumer Price Indices (CPIs, HICPs), COICOP 1999: Consumer Price Index: Total for Switzerland",Quarterly,Index 2015=100,13
EVBXDBNQ,"Total Value of Loans Backed by Small Business Administration (SBA), Domestic Banks (DISCONTINUED)","Quarterly, 2nd Month's 1st Full Week",Millions of Dollars,13
QINR368BIS,Real Residential Property Prices for India,Quarterly,Percent per Annum,13
QBPBSNLNNHOMEEQ,Balance Sheet: Unused Loan Commitments - Total: Unused Home Equity Lines,Quarterly,Millions of U.S. Dollars,13
ANHPIHORUSQ156N,"Homeownership Rates by Race and Ethnicity: All Other Races: Asian, Native Hawaiian and Pacific Islander Alone in the United States",Quarterly,Percent,13
ALLQ73EONR,"73) Over the Past Three Months, How Have Liquidity and Functioning in the Cmbs Market Changed?| Answer Type: Deteriorated Somewhat",Quarterly,Number of Respondents,13
PNGASUSUSDQ,"Global price of Natural Gas, US Henry Hub Gas",Quarterly,U.S. Dollars per Million Metric British Thermal Unit,13
NGDPRNSAXDCTRQ,Real Gross Domestic Product for Turkey,Quarterly,Domestic Currency,13
CPALTT01GBQ657N,Consumer Price Index: All Items: Total for United Kingdom,Quarterly,Growth rate previous period,13
REV7132TAXABL144QNSA,"Total Revenue for Gambling Industries, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,13
QFR316RETUSNO,"Quarterly Financial Report: U.S. Corporations: All Retail Trade: Long-Term Debt, Due in More Than 1 Year: Loans from Banks",Quarterly,Millions of Dollars,13
ATNHPIUS30460Q,"All-Transactions House Price Index for Lexington-Fayette, KY (MSA)",Quarterly,Index 1995:Q1=100,13
QITR368BIS,Real Residential Property Prices for Italy,Quarterly,Percent per Annum,13
INPAT622ALLEST176QNSA,"Total Inpatient Days for Hospitals, All Establishments",Quarterly,Thousands of Units,13
QHRN628BIS,Residential Property Prices for Croatia,Quarterly,Index 2010=100,13
QBPBSTASSCHLDMAT,Balance Sheet: Total Assets: Securities: Held to Maturity (Amortized Cost),Quarterly,Millions of U.S. Dollars,13
QIER628BIS,Real Residential Property Prices for Ireland,Quarterly,Index 2010=100,13
CBSIBC,"CSBS Community Bank Sentiment, Business Conditions Index",Quarterly,Diffusion Index = 100,13
NCBCMDPNWHC,"Nonfinancial Corporate Business; Debt as a Percentage of Net Worth (Historical Cost), Level","Quarterly, End of Period",Percent,13
ATNHPIUS16984Q,"All-Transactions House Price Index for Chicago-Naperville-Evanston, IL (MSAD)",Quarterly,Index 1995:Q1=100,13
BOGZ1FL154104905Q,"Households and Nonprofit Organizations; Debt Securities and Loans Excluding One-to-Four-Family Residential Mortgages and Consumer Credit; Liability, Level",Quarterly,Millions of Dollars,13
Q10070USQ144NNBR,Domestic Bond Issues for United States,Quarterly,Millions of Dollars,13
ATNHPIUS19430Q,"All-Transactions House Price Index for Dayton-Kettering, OH (MSA)",Quarterly,Index 1995:Q1=100,13
BOGZ1LM263061105Q,"Rest of the World; Treasury Securities; Asset, Market Value Levels",Quarterly,Millions of Dollars,13
RCCCBBALDPD90P,Large Bank Consumer Credit Card Balances: 90 or More Days Past Due Rates: Balances Based,"Quarterly, End of Quarter",Percent,13
EA19CPALTT01IXOBQ,Consumer Price Index: All Items: Total: Total for the Euro Area (19 Countries),Quarterly,Index 2015=100,13
CPMEURNSAB1GQDE,Gross Domestic Product (Euro/ECU Series) for Germany,Quarterly,Millions of Euros,12
ATNHPIUS45060Q,"All-Transactions House Price Index for Syracuse, NY (MSA)",Quarterly,Index 1995:Q1=100,12
WUITHA,World Uncertainty Index for Thailand,Quarterly,Index,12
TAIEALLGACBEP,"Total Assets, Interest-Earning, All Loans and Leases, Gross, All Commercial Banks","Quarterly, End of Period",Millions of Dollars,12
LEU0252883700Q,Employed full time: Median usual weekly real earnings: Wage and salary workers: 16 years and over: White,Quarterly,1982-84 CPI Adjusted Dollars,12
WUIMYS,World Uncertainty Index for Malaysia,Quarterly,Index,12
BOGZ1FL364022135QPV3,"General Government; Debt Securities Issued by Government Excluding Non-Marketable Treasury Securities; Asset (FWTW), Level (DISCONTINUED)",Quarterly,Millions of Dollars,12
REV7212TAXABL144QNSA,"Total Revenue for RV (Recreational Vehicle) Parks and Recreational Camps, Establishments Subject to Federal Income Tax",Quarterly,Millions of Dollars,12
DESTHPI,All-Transactions House Price Index for Delaware,Quarterly,Index 1980:Q1=100,12
CIU1010000000000I,Employment Cost Index: Total compensation for All Civilian workers in All industries and occupations,Quarterly,Index Dec 2005=100,12
IRLTLT01CLQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Chile,Quarterly,Percent,12
ATNHPIUS14860Q,"All-Transactions House Price Index for Bridgeport-Stamford-Norwalk, CT (MSA)",Quarterly,Index 1995:Q1=100,12
CPGRLE01AUQ657N,Consumer Price Index: OECD Groups: All Items Non-Food Non-Energy: Total for Australia,Quarterly,Growth rate previous period,12
ODCNPI03GBQ661N,Orders: Construction: Permits Issued: Dwellings and Residential Buildings for United Kingdom,Quarterly,Index 2015=100,12
QGBN368BIS,Residential Property Prices for United Kingdom,Quarterly,Percent per Annum,12
IRLTLT01GBQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for United Kingdom,Quarterly,Percent,12
FDHBATN,Federal Debt Held by Agencies and Trusts,"Quarterly, End of Period",Millions of Dollars,12
QUSHAM770A,"Total Credit to Households and Non-Profit Institutions Serving Households, Adjusted for Breaks, for United States","Quarterly, End of Quarter",Percentage of GDP,12
QTAXTOTALQTAXCAT3ILNO,State Tax Collections: Total Taxes for Illinois,Quarterly,Millions of U.S. Dollars,12
IRLTLT01CAQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Canada,Quarterly,Percent,12
WFRBL99T999219,Net Worth Held by the 99th to 99.9th Wealth Percentiles,Quarterly,Millions of Dollars,12
CCUSSP02IDQ650N,"Currency Conversions: US Dollar Exchange Rate: Spot, End of Period: National Currency: USD for Indonesia",Quarterly,Rupiah,12
ATNHPIUS22220Q,"All-Transactions House Price Index for Fayetteville-Springdale-Rogers, AR (MSA)",Quarterly,Index 1995:Q1=100,12
QBPBSTASLNREALCONDEV,Balance Sheet: Total Assets: Loans Secured by Real Estate: Construction and Development,Quarterly,Millions of U.S. Dollars,12
TCMILBSHNO,"Households and Nonprofit Organizations; Debt Securities and Loans; Liability, Level","Quarterly, End of Period",Billions of Dollars,12
ATNHPIUS42020Q,"All-Transactions House Price Index for San Luis Obispo-Paso Robles, CA (MSA)",Quarterly,Index 1995:Q1=100,12
VAPGDPT,Value Added by Industry: Transportation and Warehousing as a Percentage of GDP,Quarterly,Percent,12
BOGZ1FL010000026Q,"Financial Soundness Indicator; Regulatory Tier 1 Capital as a Percent of Assets, Level",Quarterly,Percent,12
BOGZ1FL263069563Q,"Rest of the World; U.S. Nonfinancial Business Loans Held by CLOs; Asset, Level",Quarterly,Millions of Dollars,12
NDSTHPI,All-Transactions House Price Index for North Dakota,Quarterly,Index 1980:Q1=100,12
PRINTO01CNQ663N,Production: Industry: Total Industry Excluding Construction for China,Quarterly,Index same period previous year = 100,12
ATNHPIUS42140Q,"All-Transactions House Price Index for Santa Fe, NM (MSA)",Quarterly,Index 1995:Q1=100,12
SDSTHPI,All-Transactions House Price Index for South Dakota,Quarterly,Index 1980:Q1=100,12
IRLTLT01ITQ156N,Interest Rates: Long-Term Government Bond Yields: 10-Year: Main (Including Benchmark) for Italy,Quarterly,Percent,12
ATNHPIUS25940Q,"All-Transactions House Price Index for Hilton Head Island-Bluffton, SC (MSA)",Quarterly,Index 1995:Q1=100,12
BOGZ1FL010000336Q,"Financial Soundness Indicator, Households; Debt as a Percent of Gross Domestic Product, Level",Quarterly,Percent,12
B021RE1Q156NBEA,Shares of gross domestic product: Imports of goods and services,Quarterly,Percent,12
MDOTP1T4FR,Mortgage Debt Outstanding by Type of Property: One- to Four-Family Residences (DISCONTINUED),"Quarterly, End of Period",Millions of Dollars,12
SUBLPDHMSJNQ,Net Percentage of Domestic Banks Tightening Standards for Qualified Mortgage Jumbo Mortgage Loans,Quarterly,Percent,12
